District,Variety,Maturity,Days_since_plucked,Color,Grade
1,1,2,6,#FFA500,3
1,1,2,5,#FFA83E,2
0,0,0,1,#1E950F,1
2,1,2,6,#E56717,3
0,1,0,2,#6D9A37,1
0,1,2,7,#FF8C00,3
2,0,1,4,#E8E121,2
0,1,1,4,#D8DB0F,2
1,0,1,4,#acbe35,2
1,1,0,2,#0f4a16,1
1,1,1,4,#9CD035,2
0,1,2,5,#FFA83E,2
0,0,0,2,#374E09,1
2,0,0,2,#6D9A37,1
2,0,2,6,#FFA83E,3
2,1,1,4,#D0DF07,2
0,1,1,3,#CEE425,2
1,0,0,2,#0f4a16,1
1,1,0,1,#0f4a16,1
0,0,1,3,#D8DB0F,2
0,1,2,6,#FF8C00,3
1,0,1,4,#acbe35,2
1,1,0,1,#374E09,1
0,1,2,5,#E56717,2
0,0,2,7,#E56717,3
2,1,1,4,#E8E121,2
0,1,0,1,#1E950F,1
0,1,1,4,#acbe35,2
0,0,2,6,#E56717,3
2,0,2,6,#FFA500,3
2,1,2,7,#E56717,3
2,0,2,5,#FFA83E,2
1,0,2,5,#FFA83E,2
0,0,1,3,#acc336,2
1,0,2,7,#FF8C00,3
2,1,1,4,#E8E121,2
0,0,0,1,#6B8E23,1
2,1,0,2,#1E950F,1
0,0,0,1,#1E950F,1
0,1,2,6,#FFA500,3
1,0,1,3,#D0DF07,2
0,0,2,6,#FFA500,3
1,1,2,6,#FFA83E,3
1,0,2,6,#FF990A,3
2,1,1,4,#D0DF07,2
1,1,2,6,#FF8C00,3
0,0,2,7,#FFA83E,3
0,0,0,1,#6D9A37,1
0,0,2,5,#FF8C00,2
1,1,2,5,#FF990A,2
1,0,1,3,#E8E121,2
0,0,0,2,#6D9A37,1
0,0,0,2,#374E09,1
0,1,0,2,#374E09,1
1,1,2,7,#FFA83E,3
0,0,1,3,#acc336,2
1,0,2,7,#FFA83E,3
1,0,1,3,#D8DB0F,2
1,0,0,2,#1E950F,1
0,0,2,5,#E56717,2
1,1,2,6,#FF8C00,3
1,0,1,4,#ABE60A,2
2,0,0,1,#0f4a16,1
2,1,0,2,#6D9A37,1
1,0,1,4,#acbe35,2
1,0,2,5,#FF990A,2
0,1,2,5,#E56717,2
1,1,0,1,#0f4a16,1
0,1,2,5,#FD963A,2
0,0,1,3,#acc336,2
1,0,1,3,#ABE60A,2
2,1,2,5,#FFA83E,2
1,0,1,3,#CEE425,2
0,0,0,2,#6D9A37,1
0,1,1,4,#acbe35,2
1,0,2,7,#FF8C00,3
0,0,2,5,#FFA83E,2
2,0,2,6,#FFA83E,3
2,1,1,3,#acbe35,2
1,0,0,2,#1E950F,1
1,0,1,3,#D8DB0F,2
2,1,0,2,#6D9A37,1
1,0,2,6,#FD963A,3
1,0,2,6,#FFA83E,3
1,1,0,2,#0f4a16,1
0,0,2,6,#FFA500,3
2,0,2,7,#FFA83E,3
0,0,1,3,#E8E121,2
1,1,2,6,#E56717,3
1,0,2,7,#FF8C00,3
2,1,0,1,#6D9A37,1
1,0,1,4,#9CD035,2
1,1,1,3,#ABE60A,2
1,0,0,2,#0f4a16,1
1,0,1,3,#acc336,2
0,0,2,6,#FF990A,3
1,0,1,4,#9CD035,2
2,0,2,7,#FD963A,3
2,0,1,4,#acbe35,2
2,1,1,4,#acbe35,2
2,0,2,5,#FF990A,2
2,1,0,2,#374E09,1
0,1,2,6,#FFA500,3
2,0,1,3,#9CD035,2
0,1,2,7,#E56717,3
2,0,2,6,#FF8C00,3
2,0,2,5,#FFA83E,2
0,0,2,7,#FF990A,3
2,0,0,1,#6D9A37,1
0,1,2,7,#FFA500,3
1,0,0,2,#6B8E23,1
1,0,0,1,#6D9A37,1
0,0,1,3,#D0DF07,2
0,0,0,1,#1E950F,1
0,0,2,7,#E56717,3
0,0,0,1,#374E09,1
2,1,0,1,#6D9A37,1
2,1,1,4,#D8DB0F,2
0,0,2,7,#FD963A,3
0,1,0,2,#6D9A37,1
0,0,0,1,#6B8E23,1
2,1,0,2,#374E09,1
1,0,0,1,#1E950F,1
0,1,2,7,#FFA83E,3
1,0,2,6,#FFA500,3
1,1,2,7,#FF990A,3
1,0,0,1,#6D9A37,1
2,1,2,7,#FF8C00,3
0,1,2,6,#FD963A,3
0,1,0,2,#0f4a16,1
0,1,1,4,#87a033,2
0,0,2,5,#FF990A,2
0,0,1,4,#acbe35,2
2,1,2,7,#FD963A,3
2,0,2,7,#FF990A,3
1,1,1,3,#9CD035,2
0,1,1,3,#CEE425,2
2,1,0,1,#374E09,1
2,0,0,2,#374E09,1
1,0,2,5,#FFA500,2
2,1,1,3,#D0DF07,2
1,1,2,7,#FF8C00,3
0,0,1,4,#87a033,2
0,1,2,6,#FD963A,3
0,0,2,6,#FFA83E,3
2,1,1,4,#CEE425,2
1,0,1,4,#9CD035,2
0,0,0,2,#1E950F,1
2,1,2,5,#FF990A,2
2,0,0,1,#6B8E23,1
0,1,1,3,#acc336,2
1,0,1,3,#acc336,2
2,0,0,2,#374E09,1
2,1,0,2,#374E09,1
1,1,1,4,#ABE60A,2
2,1,2,7,#FF8C00,3
1,1,1,3,#87a033,2
2,1,1,4,#acbe35,2
2,0,2,7,#E56717,3
1,0,0,2,#374E09,1
1,0,0,2,#0f4a16,1
0,1,2,6,#FF8C00,3
0,0,0,1,#6B8E23,1
2,1,2,5,#FFA500,2
2,1,2,7,#E56717,3
0,0,2,7,#FFA83E,3
0,0,1,4,#acc336,2
0,1,2,6,#FF990A,3
1,1,1,3,#9CD035,2
1,0,0,1,#374E09,1
2,0,1,3,#ABE60A,2
0,0,0,1,#6D9A37,1
0,1,2,7,#FF8C00,3
0,1,2,5,#FFA500,2
2,0,0,1,#374E09,1
2,0,2,7,#FFA83E,3
1,1,1,4,#acc336,2
0,0,2,5,#FF990A,2
1,1,1,3,#D8DB0F,2
1,1,1,3,#9CD035,2
0,0,0,2,#6D9A37,1
2,1,0,2,#6D9A37,1
0,0,2,7,#E56717,3
0,1,1,3,#D8DB0F,2
0,0,2,6,#E56717,3
0,1,2,6,#FF8C00,3
0,1,0,2,#0f4a16,1
0,0,1,3,#acbe35,2
0,1,1,3,#87a033,2
1,0,2,7,#FF8C00,3
1,1,0,2,#6D9A37,1
0,1,1,4,#87a033,2
1,1,1,4,#acbe35,2
1,0,2,6,#E56717,3
2,0,2,7,#FF8C00,3
1,0,1,4,#D8DB0F,2
0,1,2,7,#FF990A,3
0,0,0,1,#6B8E23,1
0,1,1,3,#87a033,2
1,1,1,3,#D8DB0F,2
1,1,2,7,#FF8C00,3
0,1,2,7,#E56717,3
1,1,2,6,#E56717,3
2,0,0,1,#374E09,1
1,1,1,3,#87a033,2
2,0,0,1,#1E950F,1
1,1,2,7,#E56717,3
1,1,2,7,#FF990A,3
2,0,2,6,#FF990A,3
0,1,1,4,#9CD035,2
0,1,2,6,#FF8C00,3
2,0,2,6,#FFA83E,3
1,0,0,1,#374E09,1
2,0,0,1,#6B8E23,1
0,1,2,5,#FD963A,2
2,1,2,6,#FF990A,3
1,0,0,1,#6D9A37,1
2,0,0,1,#374E09,1
2,0,0,1,#6B8E23,1
0,0,2,5,#FD963A,2
1,1,0,1,#0f4a16,1
2,0,2,6,#FFA500,3
0,1,2,6,#FF990A,3
1,1,0,1,#0f4a16,1
1,1,1,4,#CEE425,2
0,0,0,1,#6B8E23,1
1,0,2,6,#FD963A,3
0,1,1,4,#D8DB0F,2
2,1,2,7,#FF8C00,3
2,1,2,5,#FFA83E,2
2,0,1,3,#87a033,2
0,1,2,5,#FD963A,2
1,1,1,3,#87a033,2
1,1,2,7,#FFA83E,3
2,1,2,5,#FF990A,2
1,0,2,7,#E56717,3
0,1,0,1,#0f4a16,1
0,1,1,4,#87a033,2
2,0,0,2,#374E09,1
0,1,2,5,#FF990A,2
1,1,1,3,#D0DF07,2
1,1,0,2,#0f4a16,1
1,0,1,3,#CEE425,2
2,0,0,2,#1E950F,1
1,1,0,2,#1E950F,1
0,1,1,3,#D0DF07,2
0,0,1,3,#acbe35,2
0,1,1,4,#ABE60A,2
0,0,2,6,#FFA83E,3
1,1,0,2,#0f4a16,1
0,1,2,6,#FF990A,3
0,1,2,5,#FD963A,2
0,0,2,6,#E56717,3
0,1,2,5,#FFA83E,2
1,1,0,2,#6B8E23,1
2,0,2,7,#FD963A,3
2,0,1,4,#D8DB0F,2
1,0,0,2,#6B8E23,1
1,0,0,1,#6D9A37,1
2,0,2,6,#FFA500,3
0,1,0,2,#374E09,1
1,1,0,1,#0f4a16,1
1,1,2,5,#FFA83E,2
2,0,1,4,#acc336,2
0,1,1,3,#CEE425,2
2,0,1,3,#D0DF07,2
0,0,0,1,#1E950F,1
0,0,0,1,#1E950F,1
0,0,0,1,#0f4a16,1
0,0,2,7,#FFA500,3
2,0,1,4,#9CD035,2
1,1,1,3,#acc336,2
1,0,1,4,#E8E121,2
1,0,0,2,#6B8E23,1
2,0,0,2,#6B8E23,1
0,1,0,2,#1E950F,1
2,1,1,4,#acbe35,2
2,0,2,7,#FFA83E,3
1,0,1,3,#acbe35,2
2,1,0,2,#374E09,1
2,1,1,4,#CEE425,2
0,1,0,2,#6B8E23,1
0,0,2,7,#E56717,3
2,0,2,7,#FF8C00,3
0,1,0,2,#374E09,1
1,0,2,7,#FFA500,3
1,0,2,7,#FF990A,3
1,0,1,4,#acc336,2
2,1,2,6,#FFA83E,3
2,0,2,7,#FFA83E,3
1,0,1,3,#E8E121,2
1,1,1,3,#CEE425,2
1,1,2,5,#E56717,2
2,1,2,6,#FD963A,3
2,0,1,4,#acc336,2
1,0,2,7,#FF990A,3
0,0,0,2,#1E950F,1
0,1,2,5,#FD963A,2
0,0,2,7,#FF8C00,3
0,0,0,1,#374E09,1
0,0,0,2,#0f4a16,1
0,1,1,3,#CEE425,2
2,1,2,7,#FF990A,3
0,0,1,3,#ABE60A,2
2,1,1,4,#9CD035,2
2,0,2,5,#FFA500,2
0,1,2,6,#FFA83E,3
0,1,1,3,#9CD035,2
1,1,2,7,#FFA83E,3
0,0,2,7,#FFA83E,3
1,0,2,5,#E56717,2
2,1,0,2,#6D9A37,1
2,0,2,5,#FF990A,2
0,1,0,1,#0f4a16,1
0,1,0,2,#374E09,1
0,1,1,3,#9CD035,2
1,1,1,3,#CEE425,2
0,0,0,2,#0f4a16,1
2,0,2,6,#E56717,3
1,0,2,5,#FFA83E,2
0,0,2,7,#FD963A,3
0,1,0,1,#6B8E23,1
0,1,2,7,#FD963A,3
1,0,0,1,#0f4a16,1
0,1,0,1,#6D9A37,1
0,0,2,7,#FFA500,3
0,1,1,4,#E8E121,2
0,0,0,1,#374E09,1
2,0,1,3,#acc336,2
2,0,2,5,#FD963A,2
1,0,1,3,#D8DB0F,2
2,1,1,4,#CEE425,2
1,0,1,4,#CEE425,2
0,1,1,4,#D0DF07,2
0,1,1,4,#9CD035,2
2,1,1,3,#D8DB0F,2
1,1,2,7,#FFA500,3
2,0,2,7,#E56717,3
1,1,0,1,#6B8E23,1
2,1,1,3,#D8DB0F,2
1,1,2,6,#FD963A,3
0,1,0,2,#0f4a16,1
1,0,1,4,#acbe35,2
1,0,0,2,#1E950F,1
1,0,1,4,#acc336,2
1,1,0,2,#1E950F,1
1,0,2,6,#FF990A,3
1,1,2,5,#FF990A,2
1,0,2,7,#FD963A,3
1,1,0,2,#374E09,1
2,1,0,1,#6B8E23,1
1,0,1,4,#87a033,2
2,1,2,6,#FD963A,3
1,0,0,1,#6B8E23,1
1,0,2,7,#FD963A,3
0,0,0,1,#1E950F,1
1,0,0,1,#1E950F,1
0,0,0,1,#6D9A37,1
0,1,2,7,#FF990A,3
1,1,2,7,#FFA500,3
0,1,0,1,#6D9A37,1
0,0,1,4,#ABE60A,2
2,0,2,6,#FF8C00,3
0,1,1,4,#E8E121,2
2,1,2,5,#E56717,2
0,1,1,3,#87a033,2
1,0,1,4,#9CD035,2
0,1,2,5,#FD963A,2
2,1,0,1,#0f4a16,1
0,1,0,1,#6D9A37,1
2,1,1,4,#9CD035,2
2,1,2,6,#FF990A,3
1,0,0,2,#6B8E23,1
1,0,0,2,#6B8E23,1
2,0,2,7,#FF990A,3
0,1,2,6,#FF990A,3
0,1,1,3,#D0DF07,2
1,1,2,7,#FD963A,3
2,1,2,7,#FFA83E,3
1,0,1,4,#D0DF07,2
0,1,1,3,#9CD035,2
2,1,1,4,#acbe35,2
2,0,2,6,#E56717,3
2,1,0,2,#0f4a16,1
2,0,0,2,#0f4a16,1
0,1,2,5,#FD963A,2
1,1,1,4,#87a033,2
1,0,0,1,#6D9A37,1
0,0,2,5,#FFA500,2
1,0,2,6,#FF990A,3
2,0,0,1,#0f4a16,1
2,0,1,4,#E8E121,2
2,0,2,5,#FF8C00,2
2,0,0,1,#6D9A37,1
1,1,1,3,#E8E121,2
2,0,1,3,#87a033,2
1,0,0,1,#0f4a16,1
1,1,1,3,#87a033,2
0,0,0,1,#1E950F,1
2,1,0,2,#0f4a16,1
0,1,1,3,#9CD035,2
0,1,2,7,#E56717,3
1,0,2,5,#FD963A,2
2,1,2,5,#FF990A,2
2,1,1,3,#E8E121,2
2,1,1,4,#acc336,2
1,0,2,6,#FFA500,3
0,0,2,7,#FF990A,3
1,1,2,5,#FF8C00,2
2,0,1,4,#CEE425,2
2,0,1,3,#D8DB0F,2
1,1,2,5,#FFA500,2
0,0,2,7,#FFA500,3
0,0,1,4,#D8DB0F,2
0,0,2,7,#FFA500,3
1,1,2,5,#FD963A,2
2,1,1,3,#9CD035,2
2,1,0,2,#1E950F,1
2,0,0,2,#6D9A37,1
0,1,0,1,#6D9A37,1
1,1,1,3,#acc336,2
0,0,2,6,#E56717,3
1,0,2,7,#FFA83E,3
1,1,2,5,#FFA83E,2
2,1,2,7,#FFA500,3
2,0,1,3,#CEE425,2
0,1,1,4,#ABE60A,2
2,1,2,6,#FD963A,3
0,0,2,7,#FF8C00,3
0,1,2,5,#FF8C00,2
0,1,2,6,#FD963A,3
0,1,2,5,#FF8C00,2
2,1,2,6,#FFA83E,3
0,0,1,3,#ABE60A,2
0,1,2,6,#FF990A,3
1,0,2,6,#FFA83E,3
0,1,2,5,#FF990A,2
2,1,2,6,#FD963A,3
2,0,0,2,#374E09,1
1,0,0,1,#1E950F,1
0,0,1,3,#D8DB0F,2
2,1,2,6,#FD963A,3
0,1,2,7,#FFA83E,3
1,0,0,2,#6B8E23,1
1,1,0,1,#0f4a16,1
1,0,0,2,#6D9A37,1
2,1,0,1,#6D9A37,1
1,0,0,2,#1E950F,1
2,0,2,5,#E56717,2
1,0,2,6,#FFA500,3
1,1,2,6,#FFA500,3
1,0,0,1,#0f4a16,1
0,0,2,6,#FFA500,3
0,1,0,2,#6D9A37,1
1,1,0,2,#6B8E23,1
1,0,0,1,#6B8E23,1
2,1,0,2,#374E09,1
0,0,2,7,#FFA500,3
2,0,2,5,#FFA83E,2
1,1,2,5,#FFA83E,2
0,1,1,3,#CEE425,2
0,1,2,5,#E56717,2
0,1,1,4,#acbe35,2
0,1,1,4,#9CD035,2
0,1,1,3,#D0DF07,2
0,1,0,1,#374E09,1
0,1,2,7,#FD963A,3
2,0,1,3,#9CD035,2
2,0,2,7,#FD963A,3
0,0,2,5,#FFA83E,2
0,1,1,3,#9CD035,2
0,0,0,2,#6B8E23,1
0,1,2,5,#FD963A,2
2,0,0,1,#6B8E23,1
0,1,2,5,#FFA500,2
0,0,2,6,#E56717,3
2,1,2,7,#FF990A,3
2,0,1,4,#D0DF07,2
1,1,2,5,#FF990A,2
2,0,1,4,#D0DF07,2
1,1,1,3,#9CD035,2
1,1,2,7,#FD963A,3
1,1,0,2,#6D9A37,1
2,0,0,1,#1E950F,1
1,0,0,1,#6D9A37,1
2,1,1,3,#ABE60A,2
2,1,1,3,#acbe35,2
2,1,0,1,#374E09,1
0,1,2,6,#FD963A,3
0,0,2,7,#E56717,3
0,0,2,7,#FD963A,3
0,0,1,3,#E8E121,2
1,0,2,7,#FD963A,3
0,1,2,6,#FF990A,3
1,1,0,2,#374E09,1
0,0,0,1,#0f4a16,1
2,0,0,1,#6B8E23,1
1,1,0,1,#0f4a16,1
1,0,2,7,#FF8C00,3
2,1,2,5,#E56717,2
2,0,0,1,#6D9A37,1
1,0,2,6,#E56717,3
0,0,1,4,#ABE60A,2
1,1,1,4,#acc336,2
1,0,2,6,#FF990A,3
1,1,0,1,#1E950F,1
1,0,2,5,#E56717,2
1,0,2,7,#FFA83E,3
1,1,2,6,#FD963A,3
1,0,2,5,#FD963A,2
0,1,2,5,#FF8C00,2
0,0,1,3,#9CD035,2
0,0,2,6,#E56717,3
1,1,1,4,#D0DF07,2
2,1,0,1,#374E09,1
2,0,1,3,#87a033,2
1,0,1,4,#D0DF07,2
1,1,2,6,#FF990A,3
0,0,1,3,#ABE60A,2
0,1,0,1,#374E09,1
1,1,0,2,#1E950F,1
0,0,2,5,#E56717,2
1,0,0,1,#6D9A37,1
0,0,0,2,#6B8E23,1
2,1,0,1,#374E09,1
1,0,2,7,#FF990A,3
1,1,1,3,#acbe35,2
0,0,1,3,#acc336,2
1,0,1,3,#9CD035,2
1,1,2,6,#FD963A,3
0,0,2,5,#FFA83E,2
0,1,0,1,#6D9A37,1
1,1,2,6,#FD963A,3
1,1,0,2,#1E950F,1
0,0,0,1,#1E950F,1
2,0,0,1,#1E950F,1
2,0,0,2,#374E09,1
2,1,2,6,#FF990A,3
0,1,2,6,#FD963A,3
2,0,2,6,#E56717,3
1,1,2,7,#FF990A,3
1,0,2,7,#FF990A,3
0,0,1,3,#CEE425,2
0,1,2,5,#FF990A,2
2,1,0,1,#0f4a16,1
0,1,0,1,#1E950F,1
1,1,2,7,#FF990A,3
1,1,1,3,#D8DB0F,2
0,0,0,1,#374E09,1
1,1,0,2,#1E950F,1
0,1,2,5,#E56717,2
2,1,2,5,#FD963A,2
0,0,1,3,#9CD035,2
2,0,0,2,#1E950F,1
0,1,0,1,#6B8E23,1
1,1,1,3,#E8E121,2
1,0,1,3,#E8E121,2
1,0,0,2,#0f4a16,1
2,1,1,3,#CEE425,2
1,1,1,4,#ABE60A,2
2,1,0,1,#0f4a16,1
1,1,1,4,#acbe35,2
2,1,0,2,#374E09,1
0,1,0,2,#1E950F,1
1,0,2,6,#FD963A,3
0,1,2,7,#FFA500,3
2,0,2,6,#FF990A,3
1,0,2,5,#FF8C00,2
0,0,1,3,#acc336,2
0,0,0,2,#6B8E23,1
1,1,2,5,#FFA83E,2
1,1,1,4,#87a033,2
2,0,0,1,#0f4a16,1
2,1,1,4,#ABE60A,2
2,1,2,5,#FFA500,2
2,0,0,2,#1E950F,1
2,0,0,2,#6D9A37,1
1,0,2,7,#FF8C00,3
0,0,1,3,#E8E121,2
0,1,1,4,#9CD035,2
0,1,1,3,#E8E121,2
0,0,2,7,#FF990A,3
2,1,1,4,#E8E121,2
0,0,2,5,#FF8C00,2
1,0,1,3,#D8DB0F,2
1,1,0,1,#0f4a16,1
2,1,0,1,#6D9A37,1
2,1,0,2,#1E950F,1
0,1,2,6,#E56717,3
1,1,2,5,#FF8C00,2
1,1,1,3,#E8E121,2
2,1,1,3,#CEE425,2
1,0,1,4,#acbe35,2
1,1,2,5,#FF8C00,2
2,1,1,3,#E8E121,2
1,1,2,6,#FD963A,3
2,0,1,3,#acbe35,2
2,1,0,2,#374E09,1
2,0,0,1,#0f4a16,1
2,1,1,3,#87a033,2
0,0,0,2,#374E09,1
0,1,1,3,#E8E121,2
1,0,2,7,#FD963A,3
2,1,1,3,#87a033,2
1,1,1,4,#D8DB0F,2
0,0,0,2,#1E950F,1
0,0,2,7,#FF8C00,3
1,1,2,6,#FD963A,3
2,0,0,2,#6D9A37,1
2,1,1,3,#acbe35,2
2,0,1,3,#ABE60A,2
2,1,2,6,#FFA500,3
2,0,0,1,#0f4a16,1
2,1,2,6,#FD963A,3
2,1,1,4,#87a033,2
2,0,2,7,#FFA500,3
2,1,2,5,#FFA83E,2
1,1,0,2,#6B8E23,1
2,1,2,7,#E56717,3
1,0,0,2,#1E950F,1
1,1,2,5,#FD963A,2
1,0,2,5,#FD963A,2
1,0,2,6,#E56717,3
2,0,0,1,#1E950F,1
0,1,2,5,#FFA83E,2
2,1,1,4,#E8E121,2
1,0,2,5,#FFA83E,2
2,0,2,6,#E56717,3
0,0,2,6,#E56717,3
1,1,1,4,#87a033,2
2,1,2,6,#FF8C00,3
0,1,0,2,#374E09,1
2,1,0,1,#0f4a16,1
1,1,1,3,#CEE425,2
0,0,1,4,#CEE425,2
0,0,1,3,#acbe35,2
2,1,2,5,#FF8C00,2
0,0,2,7,#FD963A,3
2,1,1,4,#E8E121,2
2,1,1,4,#acbe35,2
2,1,2,7,#FF8C00,3
1,1,1,3,#ABE60A,2
2,1,1,4,#acbe35,2
1,0,1,3,#acc336,2
2,1,1,3,#acbe35,2
2,1,0,1,#6B8E23,1
1,0,0,2,#0f4a16,1
2,1,1,4,#acc336,2
0,0,2,7,#FF990A,3
2,1,2,6,#E56717,3
1,1,1,3,#acc336,2
2,0,0,2,#1E950F,1
1,0,2,6,#E56717,3
2,0,2,5,#FF8C00,2
0,0,0,2,#1E950F,1
2,0,2,6,#FFA83E,3
0,1,0,2,#6D9A37,1
0,0,2,5,#FF990A,2
2,1,1,3,#D8DB0F,2
0,0,0,1,#374E09,1
1,1,1,3,#ABE60A,2
1,0,2,6,#FD963A,3
1,1,1,4,#87a033,2
1,0,2,6,#FFA500,3
0,1,0,1,#1E950F,1
2,1,1,3,#D8DB0F,2
1,1,2,6,#FF8C00,3
0,0,1,4,#D0DF07,2
1,0,0,2,#1E950F,1
0,1,0,1,#6B8E23,1
1,0,1,4,#ABE60A,2
1,1,1,4,#acc336,2
0,0,1,4,#D8DB0F,2
1,1,2,6,#E56717,3
0,0,2,5,#FD963A,2
2,0,2,6,#FF8C00,3
2,0,1,3,#D8DB0F,2
2,0,0,1,#6D9A37,1
0,1,0,2,#6B8E23,1
0,0,0,1,#6B8E23,1
1,1,1,3,#9CD035,2
1,0,0,2,#6D9A37,1
0,1,2,5,#FF990A,2
0,1,1,4,#E8E121,2
0,1,0,2,#6B8E23,1
1,0,1,3,#acc336,2
1,0,0,1,#6B8E23,1
0,1,2,5,#FF8C00,2
1,1,0,2,#374E09,1
1,1,0,2,#6D9A37,1
2,0,2,7,#FFA83E,3
1,0,2,5,#FF8C00,2
1,1,0,1,#6B8E23,1
1,1,1,3,#acbe35,2
1,0,1,3,#9CD035,2
0,1,1,4,#D8DB0F,2
2,0,2,7,#FF8C00,3
1,1,2,6,#FF990A,3
0,0,0,1,#6B8E23,1
0,0,0,2,#1E950F,1
2,0,2,6,#FFA500,3
0,0,0,2,#6D9A37,1
2,1,2,6,#FFA500,3
0,0,2,7,#FFA500,3
1,0,2,6,#FF990A,3
1,1,2,5,#FFA500,2
2,0,2,5,#FFA83E,2
0,1,0,1,#6B8E23,1
0,1,1,3,#E8E121,2
1,0,1,4,#CEE425,2
0,0,1,4,#9CD035,2
2,1,1,3,#D8DB0F,2
1,0,2,7,#FFA500,3
0,0,0,1,#6D9A37,1
2,0,2,7,#FD963A,3
0,1,1,3,#9CD035,2
2,0,0,2,#6D9A37,1
2,1,1,3,#ABE60A,2
2,0,2,5,#E56717,2
1,0,2,6,#FFA83E,3
0,0,1,3,#CEE425,2
1,1,1,4,#CEE425,2
1,1,0,2,#6B8E23,1
0,0,1,3,#ABE60A,2
1,1,2,6,#FFA83E,3
1,1,2,7,#FD963A,3
1,0,2,5,#FFA83E,2
0,1,2,5,#FFA83E,2
1,1,2,5,#FF8C00,2
0,0,2,6,#FFA83E,3
1,1,0,2,#374E09,1
0,1,0,1,#6B8E23,1
1,0,1,3,#CEE425,2
0,1,1,3,#ABE60A,2
1,1,2,7,#FF8C00,3
0,0,2,5,#FF8C00,2
0,1,2,5,#FD963A,2
1,1,0,2,#1E950F,1
2,1,1,4,#acc336,2
1,1,0,2,#6B8E23,1
0,0,2,7,#FF8C00,3
2,1,2,6,#FF990A,3
0,0,1,4,#acc336,2
2,1,1,4,#ABE60A,2
0,0,1,3,#D8DB0F,2
2,1,1,3,#CEE425,2
1,0,1,4,#ABE60A,2
1,0,2,6,#FF8C00,3
1,0,2,6,#FD963A,3
0,1,2,6,#FF8C00,3
1,0,2,5,#FFA83E,2
0,1,1,4,#D0DF07,2
0,0,1,3,#D0DF07,2
0,1,2,5,#FF8C00,2
1,1,2,6,#FF8C00,3
1,0,2,5,#E56717,2
1,0,2,5,#FFA500,2
0,1,1,4,#E8E121,2
1,0,2,6,#FFA500,3
1,1,2,5,#FFA83E,2
1,1,0,2,#1E950F,1
0,0,2,7,#FF8C00,3
1,0,0,1,#6B8E23,1
2,0,1,4,#acc336,2
2,1,2,7,#FD963A,3
2,0,2,6,#E56717,3
0,1,1,3,#87a033,2
0,0,2,5,#FF8C00,2
0,0,2,6,#FD963A,3
1,0,0,2,#1E950F,1
0,1,0,1,#6B8E23,1
0,0,1,4,#E8E121,2
0,1,2,5,#FFA83E,2
2,0,0,2,#6D9A37,1
1,0,2,7,#FD963A,3
0,0,2,6,#FD963A,3
1,0,0,2,#6B8E23,1
0,1,1,3,#E8E121,2
2,0,1,3,#D0DF07,2
2,1,2,6,#FD963A,3
0,0,2,7,#FFA500,3
2,0,1,3,#ABE60A,2
0,1,1,4,#E8E121,2
0,0,2,6,#FFA83E,3
0,0,2,5,#FFA500,2
2,0,0,1,#6B8E23,1
0,0,1,4,#D8DB0F,2
2,1,1,3,#ABE60A,2
2,0,2,6,#FF8C00,3
0,1,1,4,#acc336,2
2,0,0,1,#6B8E23,1
2,1,1,3,#acc336,2
0,0,2,6,#FD963A,3
0,0,0,2,#6B8E23,1
2,1,2,5,#FF990A,2
0,0,0,2,#6D9A37,1
0,1,0,1,#0f4a16,1
2,0,1,3,#ABE60A,2
2,0,0,1,#6D9A37,1
0,0,2,7,#FD963A,3
1,0,1,3,#D0DF07,2
1,0,2,5,#FF8C00,2
1,1,0,2,#6D9A37,1
1,0,2,5,#E56717,2
2,1,2,5,#FD963A,2
2,0,1,4,#87a033,2
0,0,1,4,#ABE60A,2
1,0,2,7,#FD963A,3
2,1,2,5,#FFA83E,2
2,0,2,5,#FD963A,2
2,0,2,6,#E56717,3
1,1,1,4,#E8E121,2
1,0,0,2,#374E09,1
0,0,2,7,#E56717,3
2,1,1,3,#E8E121,2
2,0,2,5,#FD963A,2
1,1,1,3,#9CD035,2
1,0,2,5,#FD963A,2
0,1,0,1,#1E950F,1
2,1,0,1,#374E09,1
1,0,1,4,#CEE425,2
1,1,1,3,#acbe35,2
1,1,2,7,#FFA500,3
2,0,1,4,#acc336,2
0,1,2,6,#FF8C00,3
0,0,1,4,#9CD035,2
0,0,2,5,#FF8C00,2
0,0,1,4,#CEE425,2
2,1,2,5,#FFA500,2
2,0,1,4,#acbe35,2
0,0,0,1,#0f4a16,1
2,0,1,3,#CEE425,2
2,1,2,5,#FF990A,2
1,1,2,7,#FD963A,3
0,0,1,4,#acc336,2
1,1,0,1,#374E09,1
2,0,0,1,#6D9A37,1
1,1,0,2,#6D9A37,1
1,1,1,3,#ABE60A,2
2,1,0,2,#0f4a16,1
0,0,1,3,#87a033,2
1,0,2,7,#FD963A,3
1,0,2,7,#FFA83E,3
0,0,2,6,#FF8C00,3
2,1,2,5,#FF8C00,2
0,1,1,3,#9CD035,2
0,0,2,6,#E56717,3
1,1,2,7,#FFA500,3
0,1,0,2,#6B8E23,1
1,0,0,1,#374E09,1
0,0,2,5,#FD963A,2
0,1,2,6,#FFA500,3
0,1,1,3,#acbe35,2
1,1,2,6,#FF8C00,3
0,1,2,5,#FF8C00,2
1,1,2,6,#FD963A,3
1,0,0,1,#1E950F,1
1,1,0,2,#0f4a16,1
2,1,2,7,#FF8C00,3
