disease,severity,tmean_c,rain_7d_mm,humidity_pct,risk_level
leaf_curl,mild,29.14,9.82,88.0,MEDIUM
anthracnose,moderate,25.37,46.12,61.3,HIGH
mosaic,mild,29.22,3.06,68.8,HIGH
leaf_curl,severe,25.96,22.99,94.3,CRITICAL
mosaic,moderate,34.04,6.57,63.9,CRITICAL
leaf_curl,mild,30.42,53.81,90.1,MEDIUM
anthracnose,moderate,33.57,27.57,89.1,MEDIUM
mites,mild,33.69,1.95,40.6,HIGH
mosaic,mild,35.98,6.62,72.5,MEDIUM
mosaic,severe,32.65,12.97,70.6,CRITICAL
leaf_curl,severe,27.6,4.77,78.1,CRITICAL
mites,mild,29.97,6.21,66.9,MEDIUM
mites,severe,31.89,15.89,64.9,HIGH
mites,moderate,29.03,1.43,84.6,CRITICAL
mites,severe,26.97,5.83,54.1,CRITICAL
mites,severe,28.0,29.74,59.6,HIGH
mites,moderate,27.25,2.65,62.6,HIGH
mosaic,mild,32.82,4.49,72.3,HIGH
anthracnose,moderate,29.53,31.85,76.1,HIGH
mites,mild,31.05,21.71,41.5,MEDIUM
mosaic,mild,29.67,52.16,76.8,LOW
mosaic,moderate,28.57,0.32,48.2,CRITICAL
mosaic,severe,25.45,21.48,74.8,CRITICAL
mosaic,severe,28.96,71.57,84.6,HIGH
anthracnose,mild,27.69,59.29,83.1,HIGH
mosaic,moderate,30.55,0.17,89.4,CRITICAL
leaf_curl,moderate,33.32,27.75,56.7,HIGH
mites,mild,33.25,4.41,64.2,HIGH
anthracnose,mild,27.98,95.06,70.2,HIGH
mosaic,severe,26.82,18.39,67.2,CRITICAL
mites,severe,29.09,7.14,73.0,CRITICAL
mosaic,mild,28.55,4.73,69.2,HIGH
mites,severe,31.52,1.39,45.5,CRITICAL
leaf_curl,severe,31.62,15.71,77.9,CRITICAL
anthracnose,moderate,27.35,65.71,77.8,CRITICAL
leaf_curl,mild,29.38,138.04,80.4,HIGH
leaf_curl,severe,25.84,39.07,93.3,CRITICAL
mosaic,mild,26.78,5.18,52.1,HIGH
leaf_curl,mild,24.25,29.7,70.0,HIGH
leaf_curl,severe,31.82,1.06,89.7,CRITICAL
leaf_curl,mild,32.99,22.84,78.6,HIGH
mosaic,moderate,35.36,34.23,58.1,MEDIUM
mosaic,moderate,34.39,10.95,55.4,CRITICAL
anthracnose,mild,28.34,81.91,71.9,HIGH
leaf_curl,moderate,21.57,30.58,91.3,HIGH
mosaic,moderate,31.6,14.62,68.1,HIGH
mosaic,mild,35.28,15.47,76.1,MEDIUM
mosaic,severe,27.11,36.42,63.8,CRITICAL
leaf_curl,moderate,25.41,42.17,71.8,CRITICAL
mosaic,severe,29.21,59.59,91.3,HIGH
leaf_curl,mild,28.73,27.19,87.7,HIGH
leaf_curl,mild,19.36,80.89,77.7,MEDIUM
mosaic,mild,30.11,21.07,63.0,MEDIUM
mosaic,severe,25.73,11.76,83.9,CRITICAL
leaf_curl,severe,29.52,15.12,78.2,CRITICAL
mosaic,severe,32.26,33.27,69.4,CRITICAL
mites,severe,30.54,54.33,58.5,HIGH
leaf_curl,mild,31.96,11.31,90.3,HIGH
mosaic,moderate,26.94,3.65,67.6,CRITICAL
mites,severe,32.02,10.15,67.8,CRITICAL
mosaic,moderate,30.27,2.1,71.6,CRITICAL
mosaic,mild,22.49,23.34,52.8,MEDIUM
anthracnose,severe,27.62,7.94,72.8,HIGH
mosaic,moderate,28.32,9.36,87.7,CRITICAL
mites,mild,27.88,0.73,80.6,MEDIUM
mosaic,severe,31.6,5.26,63.7,CRITICAL
mites,severe,29.3,8.14,60.2,CRITICAL
anthracnose,mild,23.68,0.59,93.3,MEDIUM
mites,mild,29.22,28.21,71.2,LOW
mites,mild,27.8,3.09,60.9,MEDIUM
mosaic,severe,33.63,3.48,72.0,CRITICAL
leaf_curl,moderate,26.03,63.11,77.6,CRITICAL
mosaic,mild,28.79,7.56,63.4,HIGH
anthracnose,severe,32.65,81.03,66.8,CRITICAL
mosaic,severe,25.54,11.65,55.2,CRITICAL
leaf_curl,mild,24.0,7.56,75.6,HIGH
anthracnose,mild,27.94,25.04,81.1,HIGH
mosaic,moderate,26.67,3.4,70.7,CRITICAL
anthracnose,moderate,32.61,90.15,86.4,HIGH
mosaic,moderate,29.77,11.18,49.0,CRITICAL
mosaic,moderate,31.25,2.77,59.2,CRITICAL
mites,mild,34.34,21.65,64.2,MEDIUM
anthracnose,severe,30.08,52.47,98.7,CRITICAL
leaf_curl,mild,28.99,45.94,86.6,MEDIUM
mosaic,mild,27.53,1.85,64.6,HIGH
leaf_curl,moderate,27.22,41.43,100.0,HIGH
mites,severe,27.53,2.65,63.4,CRITICAL
mites,severe,29.81,4.28,57.2,CRITICAL
mites,moderate,27.3,1.38,44.5,CRITICAL
mites,moderate,33.82,22.03,62.2,MEDIUM
mosaic,severe,27.97,8.13,73.2,CRITICAL
anthracnose,severe,32.21,10.85,66.7,LOW
mites,moderate,28.03,5.03,83.3,HIGH
mites,moderate,25.78,2.88,74.5,HIGH
mites,severe,27.67,34.01,89.2,MEDIUM
mosaic,mild,32.25,13.78,49.4,HIGH
anthracnose,mild,30.99,17.38,68.6,MEDIUM
anthracnose,moderate,26.55,36.85,63.9,HIGH
leaf_curl,severe,23.89,4.27,73.9,CRITICAL
mites,mild,24.94,2.86,62.7,MEDIUM
leaf_curl,severe,25.84,0.78,90.2,CRITICAL
anthracnose,mild,26.79,0.1,65.4,MEDIUM
anthracnose,mild,32.87,72.5,86.7,MEDIUM
leaf_curl,severe,28.27,4.91,79.8,CRITICAL
mites,severe,29.2,1.67,30.0,CRITICAL
anthracnose,mild,33.49,0.55,89.4,LOW
anthracnose,mild,28.32,27.38,74.9,MEDIUM
leaf_curl,severe,32.96,4.01,70.0,CRITICAL
anthracnose,severe,28.66,8.98,81.0,CRITICAL
mosaic,severe,20.58,21.98,42.3,CRITICAL
leaf_curl,moderate,28.61,6.41,90.6,HIGH
leaf_curl,severe,29.53,23.3,74.7,CRITICAL
mites,severe,24.88,11.91,45.9,CRITICAL
anthracnose,mild,26.33,20.91,68.7,MEDIUM
mosaic,moderate,34.0,20.41,58.7,CRITICAL
mites,moderate,32.03,3.27,74.3,CRITICAL
mites,moderate,31.9,26.42,58.8,MEDIUM
leaf_curl,severe,27.49,85.98,81.3,CRITICAL
mites,moderate,29.53,0.31,57.6,CRITICAL
mosaic,mild,25.39,35.52,65.2,MEDIUM
mites,moderate,31.08,29.4,74.0,MEDIUM
mites,mild,29.34,2.84,62.8,HIGH
anthracnose,mild,28.07,52.36,75.3,HIGH
mosaic,severe,27.04,8.31,88.2,CRITICAL
leaf_curl,mild,22.89,9.32,86.1,MEDIUM
anthracnose,mild,29.4,78.59,83.8,HIGH
mosaic,severe,29.64,10.4,79.5,CRITICAL
mites,severe,28.37,0.39,58.7,CRITICAL
anthracnose,severe,26.44,19.34,70.0,HIGH
mosaic,mild,20.0,7.61,70.1,MEDIUM
leaf_curl,moderate,24.24,4.09,70.6,CRITICAL
leaf_curl,moderate,25.94,28.77,84.2,CRITICAL
mites,severe,26.85,14.31,60.1,HIGH
leaf_curl,severe,26.04,3.06,83.5,CRITICAL
leaf_curl,moderate,24.74,11.36,89.7,CRITICAL
mites,severe,29.81,7.15,42.0,CRITICAL
anthracnose,severe,32.98,3.56,89.6,MEDIUM
anthracnose,severe,25.21,117.29,97.6,CRITICAL
leaf_curl,mild,30.92,60.76,86.1,MEDIUM
anthracnose,moderate,27.44,17.28,82.1,HIGH
anthracnose,moderate,32.89,106.63,76.6,HIGH
mosaic,severe,29.05,27.25,66.3,CRITICAL
mosaic,moderate,37.14,11.79,55.9,HIGH
mosaic,mild,26.04,25.93,70.9,MEDIUM
mites,mild,30.34,4.21,70.3,MEDIUM
mites,mild,36.08,4.18,41.7,HIGH
leaf_curl,mild,30.59,44.99,62.9,MEDIUM
anthracnose,moderate,23.43,94.84,77.0,HIGH
mites,mild,27.46,5.96,55.5,MEDIUM
anthracnose,mild,27.75,35.79,97.0,HIGH
anthracnose,mild,24.26,6.67,79.5,MEDIUM
mites,moderate,29.96,2.3,65.0,CRITICAL
leaf_curl,mild,27.2,41.62,84.7,HIGH
mites,severe,33.44,0.96,66.0,CRITICAL
mosaic,severe,22.54,8.99,53.7,CRITICAL
mites,mild,30.17,8.99,54.6,MEDIUM
leaf_curl,moderate,28.55,51.02,61.0,HIGH
mosaic,moderate,32.51,23.99,78.9,HIGH
anthracnose,severe,31.4,1.05,98.8,CRITICAL
mites,moderate,26.37,2.59,47.6,CRITICAL
anthracnose,severe,22.82,11.32,84.5,HIGH
leaf_curl,severe,34.02,66.19,88.7,HIGH
mites,moderate,24.98,7.49,73.0,MEDIUM
leaf_curl,mild,31.6,9.7,79.2,HIGH
mites,mild,29.89,10.88,65.6,MEDIUM
leaf_curl,moderate,31.63,1.4,55.4,CRITICAL
mosaic,severe,26.31,6.99,41.0,CRITICAL
anthracnose,moderate,28.08,55.95,73.7,CRITICAL
leaf_curl,mild,32.02,6.54,79.1,HIGH
leaf_curl,moderate,22.46,11.71,74.1,CRITICAL
mosaic,mild,28.69,5.02,72.1,HIGH
mosaic,mild,29.58,35.51,67.7,MEDIUM
anthracnose,moderate,29.91,10.23,62.4,MEDIUM
mites,mild,27.52,14.66,58.5,MEDIUM
mosaic,severe,23.55,14.82,78.3,MEDIUM
anthracnose,mild,29.77,49.11,72.3,MEDIUM
mosaic,severe,26.77,0.81,72.3,CRITICAL
anthracnose,mild,24.18,78.83,87.1,HIGH
leaf_curl,mild,29.56,14.56,76.4,HIGH
anthracnose,mild,27.59,9.64,83.2,MEDIUM
mites,mild,31.37,4.97,43.1,HIGH
mosaic,severe,34.79,4.45,60.6,CRITICAL
mites,severe,29.73,1.75,69.5,CRITICAL
anthracnose,mild,23.78,53.27,69.9,MEDIUM
anthracnose,severe,30.76,40.3,65.0,CRITICAL
leaf_curl,severe,25.24,45.4,68.5,CRITICAL
anthracnose,moderate,30.47,69.08,72.4,CRITICAL
mites,moderate,31.07,8.65,81.2,HIGH
mites,mild,25.1,3.35,63.7,MEDIUM
mosaic,severe,24.93,1.89,68.2,CRITICAL
mites,moderate,33.52,10.99,53.0,CRITICAL
mites,moderate,31.93,1.94,50.0,CRITICAL
mites,moderate,30.3,0.53,37.0,CRITICAL
anthracnose,moderate,29.23,67.93,95.7,CRITICAL
anthracnose,mild,35.25,0.75,75.8,LOW
mosaic,mild,28.72,24.1,74.4,MEDIUM
anthracnose,severe,27.15,23.59,64.8,CRITICAL
anthracnose,mild,28.41,12.2,63.5,LOW
leaf_curl,mild,30.87,33.49,77.8,HIGH
mosaic,severe,28.9,16.59,63.8,CRITICAL
mites,moderate,26.39,20.18,57.5,MEDIUM
mosaic,mild,28.71,5.21,49.5,HIGH
anthracnose,moderate,19.84,1.99,75.5,LOW
anthracnose,severe,26.54,13.14,90.0,CRITICAL
anthracnose,severe,23.93,61.84,76.7,CRITICAL
leaf_curl,moderate,27.55,25.71,57.8,CRITICAL
mosaic,severe,35.11,0.8,54.1,CRITICAL
anthracnose,severe,34.66,103.77,61.2,HIGH
mites,moderate,31.13,33.14,53.4,HIGH
leaf_curl,moderate,28.29,8.58,85.1,HIGH
leaf_curl,severe,20.97,40.18,82.3,CRITICAL
mites,severe,32.75,14.0,59.2,CRITICAL
leaf_curl,moderate,29.09,100.67,73.1,CRITICAL
mosaic,mild,28.41,2.25,51.5,HIGH
mites,moderate,30.72,1.39,54.6,CRITICAL
mites,mild,33.87,7.08,41.6,MEDIUM
mosaic,moderate,32.97,17.05,75.3,HIGH
mosaic,mild,27.28,10.18,68.9,MEDIUM
mites,severe,30.32,13.03,67.9,CRITICAL
leaf_curl,severe,32.25,13.18,81.8,CRITICAL
leaf_curl,moderate,28.53,53.08,80.7,CRITICAL
anthracnose,severe,27.19,55.71,53.7,CRITICAL
mites,mild,28.45,0.94,52.8,HIGH
mosaic,moderate,23.18,0.97,55.2,HIGH
anthracnose,mild,25.78,84.8,75.5,HIGH
leaf_curl,mild,32.16,3.9,83.9,HIGH
leaf_curl,mild,24.16,29.98,72.5,HIGH
leaf_curl,moderate,33.47,101.12,67.5,HIGH
leaf_curl,severe,31.66,4.6,77.4,CRITICAL
mites,mild,31.88,5.65,76.8,MEDIUM
mosaic,severe,29.47,5.49,65.3,CRITICAL
mites,moderate,30.94,20.63,45.3,HIGH
anthracnose,moderate,24.8,60.39,67.9,CRITICAL
leaf_curl,mild,26.73,9.22,67.7,HIGH
mosaic,mild,29.69,18.54,57.0,HIGH
leaf_curl,mild,31.46,37.18,75.3,HIGH
anthracnose,severe,28.52,35.67,87.7,CRITICAL
leaf_curl,moderate,29.32,4.94,79.1,CRITICAL
mosaic,moderate,31.76,1.67,55.0,CRITICAL
mosaic,mild,31.12,39.28,49.0,MEDIUM
anthracnose,severe,20.99,22.11,67.3,CRITICAL
mosaic,severe,23.84,3.2,61.5,CRITICAL
leaf_curl,moderate,24.76,38.24,87.2,CRITICAL
anthracnose,severe,25.19,149.97,58.5,CRITICAL
leaf_curl,moderate,26.14,2.06,73.8,CRITICAL
leaf_curl,mild,32.64,13.43,69.8,HIGH
anthracnose,mild,26.51,59.98,78.1,HIGH
mosaic,severe,32.96,12.49,71.0,CRITICAL
mites,moderate,30.29,2.63,53.9,CRITICAL
mosaic,severe,27.48,2.99,60.2,CRITICAL
mosaic,mild,29.07,27.55,50.3,HIGH
mites,moderate,33.85,0.05,73.7,CRITICAL
mites,mild,30.16,0.13,58.8,HIGH
anthracnose,severe,27.48,33.78,82.1,CRITICAL
mosaic,mild,29.29,11.96,79.0,MEDIUM
anthracnose,severe,26.16,9.43,72.2,HIGH
leaf_curl,moderate,30.19,55.77,80.8,CRITICAL
anthracnose,severe,31.57,29.48,76.5,CRITICAL
mosaic,severe,28.56,17.86,65.1,CRITICAL
anthracnose,mild,27.95,10.61,88.2,MEDIUM
leaf_curl,severe,32.9,10.26,72.5,CRITICAL
anthracnose,severe,33.15,27.31,81.0,HIGH
leaf_curl,moderate,24.87,13.45,68.8,CRITICAL
mosaic,severe,25.2,8.79,59.8,CRITICAL
anthracnose,moderate,26.68,15.68,64.0,MEDIUM
mites,severe,28.37,9.38,42.1,CRITICAL
mosaic,mild,31.75,14.99,67.5,MEDIUM
mosaic,moderate,30.55,2.69,61.3,CRITICAL
mites,moderate,28.77,3.6,30.0,CRITICAL
leaf_curl,severe,29.46,11.12,72.6,CRITICAL
anthracnose,moderate,31.54,3.24,61.4,MEDIUM
anthracnose,severe,29.12,6.95,66.4,HIGH
mosaic,moderate,26.74,19.6,78.4,HIGH
mites,moderate,28.44,1.54,65.3,CRITICAL
anthracnose,severe,32.41,5.24,77.2,LOW
mites,moderate,26.82,6.15,54.8,HIGH
mosaic,severe,25.2,24.03,78.8,CRITICAL
anthracnose,mild,24.37,61.38,84.5,HIGH
anthracnose,severe,25.04,51.76,67.6,CRITICAL
anthracnose,severe,26.3,51.39,76.6,CRITICAL
mosaic,severe,28.2,7.71,36.8,CRITICAL
leaf_curl,moderate,31.94,27.01,84.2,CRITICAL
mites,severe,27.72,14.09,81.4,HIGH
mosaic,mild,29.06,13.04,55.8,HIGH
anthracnose,severe,32.37,1.43,67.0,LOW
mosaic,mild,29.99,34.98,84.5,LOW
anthracnose,moderate,29.88,8.36,83.6,HIGH
leaf_curl,severe,30.83,9.33,83.2,CRITICAL
mites,severe,30.74,14.11,50.9,CRITICAL
mosaic,severe,28.83,42.16,68.5,CRITICAL
anthracnose,mild,23.78,22.9,72.2,MEDIUM
anthracnose,mild,25.18,30.1,83.5,HIGH
anthracnose,severe,31.25,33.85,81.6,CRITICAL
mosaic,severe,35.0,16.33,53.3,CRITICAL
mosaic,mild,24.88,15.16,74.3,MEDIUM
mites,moderate,33.19,9.11,63.4,HIGH
anthracnose,moderate,30.66,15.01,64.6,MEDIUM
mites,severe,28.46,35.46,44.0,CRITICAL
mosaic,mild,29.63,21.27,59.0,HIGH
anthracnose,moderate,33.35,34.21,88.0,MEDIUM
leaf_curl,severe,27.57,15.05,80.2,CRITICAL
mites,moderate,30.83,13.58,58.2,HIGH
anthracnose,severe,30.82,22.5,71.4,CRITICAL
mites,mild,32.28,30.45,64.4,MEDIUM
leaf_curl,severe,24.1,7.1,72.4,CRITICAL
leaf_curl,moderate,23.24,19.39,57.0,CRITICAL
leaf_curl,mild,31.19,4.44,68.6,HIGH
anthracnose,severe,28.32,17.23,94.2,CRITICAL
anthracnose,mild,22.28,22.88,86.2,MEDIUM
leaf_curl,moderate,30.44,12.03,66.7,CRITICAL
leaf_curl,mild,25.66,6.23,72.8,HIGH
leaf_curl,moderate,28.48,13.46,73.9,CRITICAL
mosaic,mild,28.77,0.8,53.2,HIGH
anthracnose,severe,33.96,16.68,51.4,LOW
mites,mild,31.91,41.17,58.7,MEDIUM
mosaic,moderate,32.51,6.09,57.2,CRITICAL
mites,severe,26.68,1.8,65.1,CRITICAL
leaf_curl,severe,27.97,3.82,55.2,CRITICAL
mites,severe,28.27,14.77,50.5,CRITICAL
mosaic,mild,29.4,0.62,72.6,HIGH
anthracnose,mild,20.17,27.93,66.1,MEDIUM
leaf_curl,severe,21.69,99.75,74.0,CRITICAL
leaf_curl,severe,29.57,28.89,95.3,CRITICAL
mites,mild,28.74,43.34,50.9,MEDIUM
leaf_curl,severe,27.37,8.62,75.4,CRITICAL
mosaic,severe,34.09,7.63,73.7,CRITICAL
anthracnose,mild,26.45,28.01,81.6,HIGH
mosaic,severe,37.5,1.25,63.9,CRITICAL
leaf_curl,mild,30.71,35.82,83.0,HIGH
anthracnose,severe,28.04,1.02,87.4,CRITICAL
mosaic,mild,31.95,6.7,77.0,MEDIUM
leaf_curl,severe,20.41,16.04,82.5,CRITICAL
mosaic,moderate,26.11,44.13,71.8,HIGH
leaf_curl,severe,27.8,7.59,69.6,CRITICAL
anthracnose,moderate,32.27,14.79,73.7,LOW
mosaic,mild,25.79,4.79,62.5,HIGH
mosaic,moderate,22.96,14.44,64.6,MEDIUM
leaf_curl,severe,23.39,13.1,67.8,CRITICAL
leaf_curl,mild,20.54,14.76,68.4,MEDIUM
anthracnose,mild,28.29,19.88,80.6,MEDIUM
mites,moderate,31.64,23.99,46.3,HIGH
leaf_curl,mild,33.57,78.35,79.7,MEDIUM
mosaic,mild,29.0,29.04,43.2,HIGH
mites,severe,35.41,26.36,61.3,HIGH
leaf_curl,mild,30.75,42.01,73.3,HIGH
leaf_curl,mild,25.06,70.73,76.2,HIGH
mites,moderate,29.84,1.49,63.9,CRITICAL
mites,severe,33.98,1.37,51.5,CRITICAL
mites,mild,33.66,10.52,53.5,MEDIUM
mites,severe,27.1,4.42,70.9,CRITICAL
anthracnose,moderate,29.62,48.43,76.1,HIGH
anthracnose,moderate,33.91,1.76,72.6,LOW
leaf_curl,moderate,32.03,21.94,70.5,CRITICAL
mites,moderate,26.38,14.74,68.9,MEDIUM
anthracnose,severe,24.13,31.69,61.2,CRITICAL
leaf_curl,severe,32.72,84.66,69.5,CRITICAL
leaf_curl,moderate,28.44,7.01,87.1,HIGH
mosaic,mild,28.08,12.24,68.5,MEDIUM
mosaic,mild,28.48,7.75,82.8,MEDIUM
mosaic,moderate,28.95,27.63,75.2,HIGH
leaf_curl,mild,30.74,82.7,88.9,MEDIUM
leaf_curl,moderate,23.23,49.97,70.4,CRITICAL
mites,mild,28.58,0.36,66.8,HIGH
leaf_curl,severe,27.68,96.38,72.4,CRITICAL
anthracnose,moderate,28.28,26.15,66.4,HIGH
anthracnose,mild,20.01,14.53,83.4,MEDIUM
mosaic,mild,26.9,16.17,61.0,MEDIUM
mites,severe,27.06,2.27,57.1,CRITICAL
mites,moderate,30.41,6.15,48.6,CRITICAL
anthracnose,moderate,21.2,8.22,68.0,MEDIUM
anthracnose,severe,24.36,15.72,72.9,HIGH
mosaic,mild,27.57,19.31,34.8,HIGH
mites,mild,29.8,6.18,56.0,MEDIUM
leaf_curl,moderate,28.11,6.42,82.8,CRITICAL
mites,moderate,30.85,10.15,65.6,HIGH
leaf_curl,moderate,21.72,32.28,85.7,HIGH
anthracnose,severe,28.31,167.38,80.1,CRITICAL
mites,severe,28.67,14.93,67.0,CRITICAL
anthracnose,severe,30.48,58.4,86.1,CRITICAL
mosaic,mild,31.5,5.05,66.0,HIGH
mites,moderate,25.15,16.17,62.7,MEDIUM
anthracnose,mild,21.96,45.43,68.6,MEDIUM
mosaic,severe,31.53,86.89,61.2,CRITICAL
anthracnose,moderate,33.12,71.08,78.1,HIGH
mosaic,severe,25.32,15.85,78.1,CRITICAL
mites,mild,30.48,3.18,49.5,HIGH
mites,severe,26.66,3.84,52.2,CRITICAL
mites,moderate,27.74,13.94,76.8,MEDIUM
mosaic,severe,29.68,3.95,56.7,CRITICAL
leaf_curl,mild,30.39,33.98,82.0,HIGH
mosaic,moderate,32.31,6.85,59.4,CRITICAL
leaf_curl,mild,28.83,15.88,68.7,HIGH
mosaic,mild,35.18,14.52,73.2,MEDIUM
anthracnose,severe,33.88,15.21,71.8,LOW
mosaic,moderate,26.59,0.47,56.5,CRITICAL
anthracnose,moderate,24.57,2.55,78.4,MEDIUM
anthracnose,moderate,22.6,105.08,69.0,HIGH
mosaic,severe,28.57,33.57,59.6,CRITICAL
mites,moderate,25.83,6.8,79.1,MEDIUM
leaf_curl,mild,24.3,34.42,75.1,HIGH
leaf_curl,severe,32.66,77.94,80.7,CRITICAL
mosaic,moderate,28.74,28.54,66.2,HIGH
leaf_curl,moderate,24.74,52.12,93.4,HIGH
mosaic,mild,31.74,5.2,64.5,HIGH
anthracnose,severe,27.38,12.78,73.5,HIGH
leaf_curl,moderate,26.88,93.74,92.3,HIGH
leaf_curl,severe,29.48,7.14,51.8,CRITICAL
mites,mild,30.0,11.16,66.2,MEDIUM
mosaic,moderate,32.86,1.1,73.7,CRITICAL
anthracnose,severe,27.65,14.59,78.8,HIGH
leaf_curl,severe,24.0,32.36,70.1,CRITICAL
mosaic,severe,28.48,8.87,75.1,CRITICAL
mites,mild,26.73,26.89,68.1,LOW
mosaic,severe,30.0,2.27,79.4,CRITICAL
anthracnose,severe,28.37,27.62,80.6,CRITICAL
mites,severe,23.46,4.99,64.5,CRITICAL
leaf_curl,moderate,28.78,52.46,61.5,HIGH
mosaic,moderate,29.25,1.04,82.6,CRITICAL
mites,moderate,29.29,2.23,55.7,CRITICAL
anthracnose,mild,31.21,12.06,76.2,MEDIUM
mosaic,moderate,31.44,7.21,57.0,CRITICAL
mosaic,mild,28.84,2.81,56.6,HIGH
mosaic,moderate,29.64,24.15,62.8,HIGH
mosaic,mild,29.38,43.16,63.5,MEDIUM
leaf_curl,severe,28.61,21.71,73.9,CRITICAL
leaf_curl,mild,32.12,6.79,75.6,HIGH
anthracnose,moderate,24.86,28.81,73.5,HIGH
mosaic,severe,30.96,4.15,61.6,CRITICAL
mosaic,severe,27.69,40.71,56.6,CRITICAL
leaf_curl,mild,29.71,10.24,69.6,HIGH
leaf_curl,mild,30.49,51.88,72.8,HIGH
mosaic,mild,24.33,22.93,59.3,MEDIUM
mites,severe,28.52,14.8,63.4,CRITICAL
mosaic,severe,24.62,2.65,39.1,CRITICAL
leaf_curl,moderate,33.87,10.39,89.4,HIGH
anthracnose,moderate,25.72,18.03,87.5,HIGH
mosaic,severe,32.92,8.37,60.8,CRITICAL
mites,severe,33.25,20.74,64.8,HIGH
anthracnose,severe,28.71,6.49,72.7,HIGH
anthracnose,mild,27.1,61.62,87.7,HIGH
mites,severe,26.51,4.26,71.5,CRITICAL
mites,mild,25.68,29.39,86.4,LOW
leaf_curl,mild,31.97,28.29,63.7,HIGH
anthracnose,mild,32.12,31.05,94.9,MEDIUM
mites,mild,28.67,1.74,43.1,HIGH
leaf_curl,mild,31.89,8.5,78.0,HIGH
leaf_curl,mild,27.49,101.68,81.3,HIGH
leaf_curl,severe,23.1,10.17,87.1,CRITICAL
mosaic,severe,30.56,7.61,68.2,CRITICAL
mosaic,mild,28.53,1.23,58.2,HIGH
mosaic,severe,32.29,21.33,82.9,CRITICAL
anthracnose,mild,26.09,84.97,77.4,HIGH
mites,severe,30.84,4.4,78.6,CRITICAL
mites,moderate,34.86,23.47,77.3,MEDIUM
leaf_curl,mild,26.46,12.6,85.9,HIGH
anthracnose,mild,23.38,10.68,73.0,LOW
mites,mild,27.89,11.33,57.3,MEDIUM
leaf_curl,moderate,33.19,4.24,82.2,CRITICAL
leaf_curl,severe,33.1,124.82,91.0,HIGH
mites,moderate,30.58,0.85,48.9,CRITICAL
leaf_curl,moderate,28.17,27.37,68.1,CRITICAL
mites,severe,29.36,4.7,83.8,CRITICAL
leaf_curl,mild,26.43,16.12,100.0,HIGH
mosaic,mild,28.49,2.79,89.5,MEDIUM
anthracnose,mild,29.18,6.6,72.7,MEDIUM
mites,severe,30.38,4.42,66.2,CRITICAL
leaf_curl,severe,30.49,25.86,69.7,CRITICAL
mites,moderate,27.85,5.56,57.7,MEDIUM
anthracnose,mild,26.66,17.58,76.9,MEDIUM
mites,severe,31.91,1.77,78.0,CRITICAL
mosaic,moderate,31.75,21.72,46.8,CRITICAL
anthracnose,severe,36.62,7.02,65.5,LOW
leaf_curl,severe,27.9,60.54,72.2,CRITICAL
mosaic,moderate,27.71,2.47,80.4,CRITICAL
mites,moderate,30.95,1.6,52.0,CRITICAL
mosaic,severe,26.91,5.05,59.0,CRITICAL
mites,moderate,26.78,4.56,53.5,CRITICAL
mites,severe,34.06,28.06,72.4,MEDIUM
mosaic,moderate,29.74,0.8,45.1,CRITICAL
leaf_curl,moderate,30.52,14.57,78.2,CRITICAL
leaf_curl,severe,24.81,6.56,75.5,CRITICAL
mosaic,moderate,22.36,7.92,77.2,MEDIUM
anthracnose,moderate,29.71,22.57,76.9,HIGH
mosaic,severe,27.05,7.5,77.9,CRITICAL
leaf_curl,moderate,34.82,95.73,76.5,HIGH
leaf_curl,mild,29.75,3.07,82.3,HIGH
leaf_curl,moderate,30.52,16.38,71.5,CRITICAL
mites,mild,32.49,0.71,68.6,HIGH
anthracnose,severe,28.86,5.78,92.1,CRITICAL
mosaic,mild,28.84,12.91,64.9,MEDIUM
mites,moderate,35.31,17.4,84.4,MEDIUM
anthracnose,mild,31.1,34.55,73.5,MEDIUM
mites,moderate,28.48,2.34,55.8,CRITICAL
mites,moderate,31.93,2.76,59.8,CRITICAL
leaf_curl,severe,30.48,16.54,87.5,CRITICAL
mosaic,moderate,24.25,3.93,45.1,HIGH
anthracnose,severe,26.25,86.87,77.9,CRITICAL
leaf_curl,severe,29.33,1.94,63.1,CRITICAL
mosaic,mild,26.35,30.0,65.0,MEDIUM
anthracnose,moderate,20.45,11.26,67.6,MEDIUM
anthracnose,mild,26.13,11.4,60.2,LOW
mites,severe,22.96,0.79,50.6,CRITICAL
leaf_curl,mild,28.44,30.37,81.1,HIGH
anthracnose,mild,29.46,5.28,83.1,MEDIUM
anthracnose,severe,23.97,38.89,74.1,CRITICAL
anthracnose,severe,28.1,3.35,71.8,HIGH
mites,mild,29.11,8.69,61.2,MEDIUM
anthracnose,mild,27.63,10.41,66.3,MEDIUM
leaf_curl,moderate,27.57,7.48,70.5,CRITICAL
leaf_curl,severe,24.87,1.22,75.4,CRITICAL
anthracnose,mild,26.98,33.65,91.0,HIGH
leaf_curl,moderate,30.89,12.95,73.1,CRITICAL
mosaic,severe,26.99,52.25,80.8,HIGH
mosaic,moderate,30.72,7.94,76.7,CRITICAL
mosaic,moderate,26.64,10.31,83.0,HIGH
mosaic,severe,27.61,2.68,63.7,CRITICAL
mosaic,mild,25.53,13.97,62.3,MEDIUM
mosaic,moderate,25.37,3.1,60.1,CRITICAL
leaf_curl,mild,30.63,37.16,61.9,HIGH
mosaic,mild,30.26,9.26,77.1,MEDIUM
