green_ratio,yellow_ratio,orange_ratio,avg_temp,max_temp,min_temp,ripeness_stage,taste,quality_grade,buying_recommendation
0.917,0.031,0.052,13.17,16.17,10.36,Unripe,Bland or bitter,Grade_3,Do not buy
0.741,0.214,0.045,29.31,31.36,26.23,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.345,0.606,0.049,14.29,16.76,12.72,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.809,0.139,0.052,30.06,31.73,28.08,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.296,0.632,0.071,26.91,29.25,24.89,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.496,0.547,0.01,13.77,16.2,10.33,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.272,0.602,0.126,23.26,24.93,20.39,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.459,0.547,0.01,30.71,33.63,28.13,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.166,0.619,0.215,14.45,17.29,12.03,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.091,0.698,0.211,30.56,32.98,28.96,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.307,0.58,0.113,23.32,26.33,21.79,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.575,0.332,0.093,23.78,26.78,21.16,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.661,0.219,0.121,29.95,31.66,27.14,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.514,0.457,0.029,27.32,29.01,25.11,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.701,0.255,0.043,25.71,28.28,23.9,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.904,0.125,0.01,26.79,28.62,24.27,Unripe,Bitter vegetal,Grade_3,Do not buy
0.11,0.605,0.285,14.09,16.47,11.36,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.058,0.732,0.209,32.84,35.31,31.09,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.909,0.069,0.022,31.28,34.15,29.59,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.356,0.523,0.121,13.63,15.72,10.29,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.817,0.121,0.062,15.96,18.18,13.48,Unripe,Bitter vegetal,Grade_3,Do not buy
0.924,0.07,0.01,26.06,29.0,23.72,Unripe,Bitter vegetal,Grade_3,Do not buy
0.141,0.711,0.149,25.57,28.55,22.46,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.319,0.588,0.093,28.53,31.4,26.89,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.067,0.728,0.204,29.4,31.58,26.16,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.072,0.654,0.274,26.32,29.62,24.35,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.711,0.212,0.077,32.37,34.99,30.65,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.867,0.085,0.048,25.23,28.34,22.78,Unripe,Bitter vegetal,Grade_3,Do not buy
0.052,0.663,0.285,13.08,15.17,9.76,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.913,0.127,0.01,31.63,34.39,29.07,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.677,0.29,0.033,13.66,15.64,12.13,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.87,0.066,0.064,23.99,26.68,22.36,Unripe,Bitter vegetal,Grade_3,Do not buy
0.138,0.732,0.131,32.95,34.6,30.97,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.919,0.034,0.047,32.28,35.1,30.27,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.594,0.298,0.108,28.16,31.32,24.91,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.264,0.628,0.108,30.17,31.95,27.99,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.825,0.05,0.125,31.94,33.92,29.42,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.06,0.658,0.282,25.76,28.21,22.29,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.604,0.281,0.115,22.51,24.11,20.73,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.078,0.746,0.177,28.98,31.38,26.53,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.109,0.681,0.21,15.56,17.74,12.46,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.886,0.092,0.023,13.88,15.95,10.74,Unripe,Bland or bitter,Grade_3,Do not buy
0.103,0.732,0.165,22.65,26.13,20.89,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.841,0.077,0.081,14.27,16.28,11.42,Unripe,Bland or bitter,Grade_3,Do not buy
0.209,0.658,0.133,26.11,27.71,24.09,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.056,0.691,0.253,29.92,32.74,28.23,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.11,0.682,0.208,15.7,19.08,12.86,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.118,0.654,0.228,22.55,24.28,20.74,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.384,0.496,0.12,25.15,26.93,23.63,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.434,0.444,0.121,14.46,17.57,12.53,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.643,0.363,0.01,32.26,33.91,29.67,Color Break,Fermented or mushy,Grade_2,Buy and consume immediately
0.522,0.489,0.01,30.25,33.27,28.55,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.728,0.202,0.07,29.96,32.49,28.13,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.479,0.407,0.114,27.23,30.02,24.46,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.218,0.561,0.221,14.23,16.79,11.05,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.666,0.312,0.022,23.34,24.89,20.83,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.543,0.458,0.01,22.65,24.95,20.53,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.179,0.623,0.197,13.39,15.84,11.0,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.549,0.482,0.01,13.26,15.54,11.08,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.881,0.048,0.07,31.81,34.99,29.6,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.924,0.115,0.01,13.53,16.96,10.92,Unripe,Bland or bitter,Grade_3,Do not buy
0.219,0.637,0.143,31.13,33.05,28.07,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.123,0.645,0.231,30.31,32.6,28.73,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.098,0.681,0.221,32.55,34.75,30.13,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.806,0.12,0.075,14.65,17.9,11.26,Unripe,Bland or bitter,Grade_3,Do not buy
0.822,0.086,0.092,32.32,34.42,29.83,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.102,0.684,0.213,32.59,35.25,29.36,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.746,0.282,0.01,15.48,17.94,11.99,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.056,0.6,0.344,29.2,32.47,26.81,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.452,0.494,0.054,15.78,17.34,12.54,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.655,0.327,0.018,29.67,31.59,26.25,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.352,0.55,0.099,29.47,31.06,27.29,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.895,0.038,0.067,13.02,16.05,9.83,Unripe,Bland or bitter,Grade_3,Do not buy
0.673,0.218,0.11,22.89,24.44,20.78,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.46,0.495,0.045,28.03,30.58,25.93,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.365,0.475,0.16,26.04,28.96,23.2,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.592,0.373,0.035,28.76,32.07,26.62,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.245,0.584,0.171,14.92,17.25,11.9,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.069,0.708,0.223,24.77,26.41,21.9,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.398,0.507,0.095,30.76,32.5,27.43,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.122,0.66,0.218,32.12,33.73,29.12,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.082,0.6,0.318,22.73,26.03,20.07,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.87,0.071,0.059,15.82,18.04,13.78,Unripe,Bitter vegetal,Grade_3,Do not buy
0.134,0.647,0.219,15.37,17.62,11.99,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.485,0.417,0.098,13.13,16.03,11.62,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.825,0.116,0.059,15.0,17.85,11.61,Unripe,Bitter vegetal,Grade_3,Do not buy
0.604,0.295,0.101,27.5,30.91,25.0,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.437,0.469,0.095,29.85,32.88,27.52,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.923,0.132,0.01,25.79,27.72,22.93,Unripe,Bitter vegetal,Grade_3,Do not buy
0.891,0.065,0.043,25.76,28.55,23.47,Unripe,Bitter vegetal,Grade_3,Do not buy
0.121,0.63,0.249,15.67,18.82,12.61,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.659,0.22,0.121,23.71,25.25,21.96,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.433,0.474,0.093,14.21,16.64,10.79,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.454,0.502,0.045,26.37,29.58,23.72,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.058,0.657,0.285,14.1,16.29,11.13,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.595,0.328,0.077,14.71,18.16,11.52,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.355,0.535,0.11,26.4,28.21,23.1,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.692,0.387,0.01,24.87,27.53,21.39,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.398,0.48,0.123,25.72,27.95,23.77,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.07,0.621,0.309,30.89,34.35,28.34,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.331,0.575,0.094,26.55,28.63,24.11,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.528,0.506,0.01,13.19,15.58,11.42,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.944,0.094,0.01,13.73,16.47,10.37,Unripe,Bland or bitter,Grade_3,Do not buy
0.914,0.096,0.01,24.79,27.18,22.87,Unripe,Bitter vegetal,Grade_3,Do not buy
0.16,0.677,0.163,26.47,28.18,23.69,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.45,0.461,0.089,15.86,18.23,13.17,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.811,0.105,0.084,31.96,34.17,29.07,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.859,0.144,0.01,24.46,27.4,22.47,Unripe,Bitter vegetal,Grade_3,Do not buy
0.478,0.5,0.022,25.33,28.03,22.15,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.707,0.275,0.018,26.52,28.67,23.33,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.496,0.414,0.09,14.29,15.79,10.98,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.581,0.398,0.021,30.56,32.81,28.28,Color Break,Fermented or mushy,Grade_2,Buy and consume immediately
0.301,0.688,0.011,25.39,28.87,23.11,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.107,0.662,0.23,32.39,34.9,30.45,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.158,0.555,0.287,13.53,15.89,10.59,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.106,0.664,0.23,28.72,32.01,25.33,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.934,0.08,0.01,15.34,18.02,13.47,Unripe,Bitter vegetal,Grade_3,Do not buy
0.85,0.133,0.018,28.35,31.6,25.93,Unripe,Bitter vegetal,Grade_3,Do not buy
0.814,0.129,0.057,26.13,29.28,23.6,Unripe,Bitter vegetal,Grade_3,Do not buy
0.643,0.209,0.148,13.87,16.9,12.37,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.092,0.678,0.23,27.37,28.89,24.99,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.932,0.036,0.031,31.66,33.99,28.64,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.472,0.534,0.01,15.45,17.7,12.15,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.131,0.748,0.122,15.26,17.52,12.93,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.125,0.603,0.272,25.09,27.55,22.86,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.74,0.326,0.01,31.9,34.42,29.67,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.337,0.674,0.01,15.09,16.84,13.34,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.72,0.269,0.011,22.76,24.93,19.3,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.928,0.114,0.01,15.18,17.31,12.72,Unripe,Bitter vegetal,Grade_3,Do not buy
0.451,0.458,0.091,31.91,33.43,29.0,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.544,0.466,0.01,13.7,16.27,11.12,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.864,0.067,0.069,23.09,25.7,20.8,Unripe,Bitter vegetal,Grade_3,Do not buy
0.376,0.53,0.094,24.05,26.89,20.96,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.6,0.325,0.075,26.66,28.66,24.84,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.587,0.204,0.209,23.46,25.63,20.49,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.861,0.038,0.101,30.16,33.02,28.52,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.391,0.457,0.152,31.67,33.57,29.33,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.125,0.615,0.26,13.83,15.36,11.43,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.345,0.565,0.089,27.39,30.3,25.05,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.085,0.66,0.256,23.53,25.6,20.71,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.744,0.321,0.01,32.76,35.12,29.87,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.642,0.218,0.14,25.71,27.71,22.86,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.691,0.322,0.01,13.94,15.79,12.2,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.64,0.322,0.038,27.2,29.95,24.95,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.16,0.644,0.196,30.71,34.13,28.41,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.926,0.053,0.021,27.39,30.37,25.23,Unripe,Bitter vegetal,Grade_3,Do not buy
0.728,0.217,0.055,32.09,35.03,30.57,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.468,0.492,0.04,31.57,33.47,28.32,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.298,0.552,0.15,23.57,25.2,21.15,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.697,0.321,0.01,22.91,26.18,20.64,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.449,0.442,0.109,30.57,33.54,28.03,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.564,0.274,0.162,15.76,18.99,12.43,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.929,0.034,0.037,32.37,35.28,30.01,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.239,0.647,0.114,22.82,25.89,20.12,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.83,0.101,0.069,28.14,30.2,25.22,Unripe,Bitter vegetal,Grade_3,Do not buy
0.152,0.611,0.236,15.77,17.64,12.94,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.726,0.363,0.01,29.45,31.98,26.87,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.621,0.271,0.108,29.54,32.94,27.39,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.221,0.626,0.153,15.82,17.48,12.67,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.42,0.478,0.102,29.72,32.05,28.2,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.409,0.469,0.122,29.92,32.28,26.94,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.723,0.306,0.01,23.98,25.52,22.15,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.728,0.248,0.024,14.06,15.99,11.94,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.825,0.059,0.116,31.75,34.36,29.42,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.636,0.308,0.056,26.01,28.17,23.42,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.265,0.553,0.182,15.84,18.01,14.05,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.488,0.431,0.081,14.18,17.58,11.12,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.472,0.529,0.01,32.43,35.31,30.42,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.801,0.117,0.082,14.61,17.08,12.44,Unripe,Bland or bitter,Grade_3,Do not buy
0.508,0.468,0.024,32.41,33.94,30.09,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.48,0.402,0.118,23.54,25.82,20.96,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.147,0.61,0.243,14.94,18.42,12.98,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.339,0.556,0.105,31.65,34.56,29.4,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.087,0.607,0.306,27.15,29.97,24.68,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.351,0.521,0.128,15.32,17.99,12.25,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.913,0.126,0.01,14.55,16.83,11.73,Unripe,Bland or bitter,Grade_3,Do not buy
0.852,0.077,0.071,13.48,16.28,10.2,Unripe,Bland or bitter,Grade_3,Do not buy
0.466,0.495,0.039,24.87,27.14,22.19,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.587,0.32,0.093,31.62,33.5,29.97,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.12,0.657,0.223,25.8,28.68,23.77,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.538,0.495,0.01,23.85,25.9,21.04,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.924,0.038,0.039,30.31,32.18,28.63,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.905,0.074,0.021,22.66,24.99,19.38,Unripe,Bitter vegetal,Grade_3,Do not buy
0.132,0.695,0.173,26.42,29.7,24.27,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.33,0.699,0.01,26.72,29.64,23.29,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.515,0.535,0.01,31.37,34.87,29.39,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.358,0.462,0.18,29.8,32.11,28.27,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.166,0.597,0.237,13.05,16.07,11.47,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.134,0.693,0.173,25.62,27.9,23.98,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.114,0.71,0.176,30.89,34.13,28.64,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.856,0.104,0.04,24.85,27.65,21.74,Unripe,Bitter vegetal,Grade_3,Do not buy
0.293,0.639,0.068,31.37,34.6,29.65,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.143,0.695,0.163,25.72,27.77,23.91,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.677,0.32,0.01,30.28,32.68,26.88,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.362,0.503,0.135,23.36,26.23,20.04,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.896,0.144,0.01,25.42,28.77,22.76,Unripe,Bitter vegetal,Grade_3,Do not buy
0.269,0.603,0.128,22.66,25.99,19.93,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.837,0.113,0.05,32.88,35.86,30.81,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.13,0.75,0.12,31.11,33.85,27.73,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.128,0.619,0.253,14.04,17.25,10.67,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.567,0.277,0.156,23.55,25.59,21.85,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.383,0.422,0.194,32.84,35.94,30.69,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.21,0.585,0.205,13.39,15.49,9.94,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.826,0.138,0.037,32.93,34.63,29.78,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.491,0.493,0.016,24.89,27.02,23.39,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.067,0.731,0.201,29.98,31.59,27.64,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.442,0.509,0.05,31.89,33.78,30.3,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.819,0.098,0.084,15.3,17.77,12.31,Unripe,Bitter vegetal,Grade_3,Do not buy
0.449,0.472,0.079,24.31,26.05,21.41,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.092,0.677,0.231,26.95,29.58,24.29,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.448,0.497,0.055,29.86,31.64,27.22,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.187,0.592,0.221,23.41,26.12,20.76,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.462,0.456,0.083,32.69,34.87,29.74,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.265,0.601,0.135,15.97,19.21,13.97,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.403,0.4,0.197,15.61,17.58,13.58,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.105,0.63,0.265,32.74,34.83,30.83,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.598,0.382,0.021,31.8,34.28,29.44,Color Break,Fermented or mushy,Grade_2,Buy and consume immediately
0.669,0.4,0.01,15.31,18.16,12.28,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.159,0.647,0.194,30.34,32.09,27.59,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.206,0.678,0.116,31.98,34.38,30.01,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.56,0.345,0.095,25.54,28.43,22.82,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.07,0.608,0.322,25.76,28.61,23.13,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.143,0.658,0.199,22.6,24.27,20.53,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.434,0.444,0.122,28.21,30.24,25.48,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.286,0.598,0.117,27.24,29.29,25.17,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.146,0.602,0.252,26.03,29.12,23.97,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.821,0.068,0.111,15.55,18.92,13.68,Unripe,Bitter vegetal,Grade_3,Do not buy
0.425,0.539,0.036,28.81,30.61,25.38,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.439,0.475,0.085,24.85,27.65,22.81,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.585,0.259,0.156,31.92,33.85,29.09,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.232,0.61,0.157,32.55,34.64,30.83,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.094,0.709,0.197,25.52,27.37,23.05,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.062,0.702,0.236,15.85,17.68,14.12,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.459,0.535,0.01,26.17,27.88,22.92,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.255,0.655,0.09,32.71,34.72,29.65,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.17,0.561,0.269,14.08,15.72,11.39,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.298,0.555,0.147,25.16,28.24,22.17,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.662,0.249,0.089,26.47,28.83,24.27,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.055,0.608,0.337,29.13,31.78,27.36,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
